timestamp,co2_ppm,h2o_mmol,ch4_ppb,pressure_kpa,chamber_temp_c,u,v,w,li7700_rssi,signal_strength,mirror_rssi,mirror_dirty,pll_locked,diagnostic_status,li7700_status_word
2026-05-30T09:08:00,411.160000000000,13.312000000000,1915.000000000000,100.900000000000,24.780000000000,2.420000000000,0.140000000000,0.100000000000,68.000000000000,74.200000000000,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.100000,411.379701970584,13.343866119159,1916.255239305009,100.900103671732,24.779994883652,2.421256504772,0.139930918451,0.138868985034,68.012252029963,74.199905253045,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.200000,411.540790738175,13.367136782157,1917.190597508276,100.900207338512,24.779979535261,2.422512215909,0.139723741980,0.167271431291,68.024502971630,74.199621027140,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.300000,411.649865422218,13.382778382701,1917.835933622929,100.900310995388,24.779953956791,2.423766340276,0.139378675044,0.186385857543,68.036751736801,74.199147367169,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.400000,411.718552718769,13.392493500851,1918.248791250789,100.900414637408,24.779918151514,2.425018085743,0.138896058184,0.198288564037,68.048997237471,74.198484347927,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.500000,411.762044920707,13.398506827374,1918.506879729542,100.900518259621,24.779872124009,2.426266661678,0.138276367683,0.205692564652,68.061238385923,74.197632074114,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.600000,411.797267828468,13.403296893502,1918.698502308157,100.900621857077,24.779815880163,2.427511279456,0.137520215102,0.211620428064,68.073474094827,74.196590680313,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.700000,411.840874660896,13.409302322121,1918.911965904301,100.900725424828,24.779749427172,2.428751152949,0.136628346671,0.219046047515,68.085703277337,74.195360330972,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.800000,411.907280390542,13.418633998269,1919.225110806194,100.900828957927,24.779672773534,2.429985499026,0.135601642558,0.230543629231,68.097924847186,74.193941220378,83.000000000000,clean,true,ok,0
2026-05-30T09:08:00.900000,412.006946533742,13.432823913347,1919.696081518229,100.900932451427,24.779585929055,2.431213538047,0.134441115995,0.247981404902,68.110137718785,74.192333572624,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01,412.145099789066,13.452637537143,1920.356323890926,100.901035900386,24.779488904842,2.432434494358,0.133147912281,0.272292817089,68.122340807314,74.190537641577,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.100000,412.321021858025,13.477969827245,1921.206553388469,100.901139299861,24.779381713305,2.433647596776,0.131723307654,0.303349701470,68.134533028826,74.188553710836,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.200000,412.527987173960,13.507836110726,1922.216120520162,100.901242644912,24.779264368157,2.434852079079,0.130168708024,0.339951166960,68.146713300336,74.186382093685,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.300000,412.753856523261,13.540459007197,1923.325836071260,100.901345930605,24.779136884405,2.436047180490,0.128485647596,0.379929599478,68.158880539922,74.184023133049,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.400000,412.982264942405,13.573442370830,1924.453949465858,100.901449152004,24.778999278356,2.437232146159,0.126675787345,0.420362786383,68.171033666820,74.181477201435,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.500000,413.194279180856,13.604013990221,1925.504637606147,100.901552304179,24.778851567612,2.438406227634,0.124740913386,0.457869891967,68.183171601519,74.178744700874,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.600000,413.370350111352,13.629311476990,1926.378094498782,100.901655382202,24.778693771065,2.439568683342,0.122682935206,0.488960102117,68.195293265857,74.175826062861,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.700000,413.492354028264,13.646681170121,1926.981142179155,100.901758381150,24.778525908900,2.440718779050,0.120503883781,0.510397141849,68.207397583118,74.172721748282,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.800000,413.545507130439,13.653958470891,1927.237228801480,100.901861296102,24.778348002587,2.441855788333,0.118205909570,0.519541147219,68.219483478127,74.169432247344,83.000000000000,clean,true,ok,0
2026-05-30T09:08:01.900000,413.519950660158,13.649699952441,1927.094745952819,100.901964122143,24.778160074882,2.442978993031,0.115791280398,0.514631725819,68.231549877343,74.165958079498,83.000000000000,clean,true,ok,0
2026-05-30T09:08:02,413.411838772851,13.633342654921,1926.532777107574,100.902066854360,24.777962149823,2.444087683705,0.113262379212,0.494982219198,68.243595708961,74.162299793354,83.000000000000,clean,true,ok,0
