timestamp,co2_ppm,h2o_mmol,ch4_ppb,pressure_kpa,chamber_temp_c,u,v,w
2026-05-27T10:00:00,410.550000000000,13.099000000000,1913.520000000000,100.800000000000,24.600000000000,2.500000000000,0.160000000000,0.110000000000
2026-05-27T10:00:00.100000,410.697531912651,13.125555744277,1914.464204240963,100.800251320798,24.599982235238,2.501256504772,0.159921049659,0.139506382530
2026-05-27T10:00:00.200000,410.798365791467,13.143705842464,1915.109541065388,100.800502601909,24.599928947264,2.502512215909,0.159684276549,0.159673158293
2026-05-27T10:00:00.300000,410.857371973723,13.154326955270,1915.487180631824,100.800753803653,24.599840155011,2.503766340276,0.159289914336,0.171474394745
2026-05-27T10:00:00.400000,410.882860083132,13.158914814964,1915.650304532046,100.801004886364,24.599715890026,2.505018085743,0.158738352210,0.176572016626
2026-05-27T10:00:00.500000,410.885770142658,13.159438625678,1915.668928913013,100.801255810391,24.599556196460,2.506266661678,0.158030134495,0.177154028532
2026-05-27T10:00:00.600000,410.878637768264,13.158154798288,1915.623281716891,100.801506536111,24.599361131052,2.507511279456,0.157165960117,0.175727553653
2026-05-27T10:00:00.700000,410.874423617449,13.157396251141,1915.596311151674,100.801757023931,24.599130763107,2.508751152949,0.156146681910,0.174884723490
2026-05-27T10:00:00.800000,410.885309002694,13.159355620485,1915.665977617239,100.802007234297,24.598865174474,2.509985499026,0.154973305781,0.177061800539
2026-05-27T10:00:00.900000,410.921562489494,13.165881248109,1915.897999932763,100.802257127697,24.598564459515,2.511213538047,0.153646989708,0.184312497899
2026-05-27T10:00:01,410.990576129684,13.178303703343,1916.339687229979,100.802506664671,24.598228725073,2.512434494358,0.152169042607,0.198115225937
2026-05-27T10:00:01.100000,411.096155267492,13.197307948149,1917.015393711952,100.802755805814,24.597858090433,2.513647596776,0.150540923033,0.219231053498
2026-05-27T10:00:01.200000,411.238123872260,13.222862297007,1917.923992782464,100.803004511782,24.597452687279,2.514852079079,0.148764237742,0.247624774452
2026-05-27T10:00:01.300000,411.412280001356,13.254210400244,1919.038592008676,100.803252743304,24.597012659649,2.516047180490,0.146840740109,0.282456000271
2026-05-27T10:00:01.400000,411.610705647735,13.289927016592,1920.308516145502,100.803500461179,24.596538163883,2.517232146159,0.144772328395,0.322141129547
2026-05-27T10:00:01.500000,411.822404506482,13.328032811167,1921.663388841487,100.803747626292,24.596029368568,2.518406227634,0.142561043870,0.364480901296
2026-05-27T10:00:01.600000,412.034212763486,13.366158297427,1923.018961686309,100.803994199610,24.595486454475,2.519568683342,0.140209068807,0.406842552697
2026-05-27T10:00:01.700000,412.231904328788,13.401742779182,1924.284187704245,100.804240142198,24.594909614499,2.520718779050,0.137718724321,0.446380865758
2026-05-27T10:00:01.800000,412.401395057680,13.432251110382,1925.368928369155,100.804485415219,24.594299053589,2.521855788333,0.135092468080,0.480279011536
2026-05-27T10:00:01.900000,412.529941885817,13.455389539447,1926.191628069228,100.804729979940,24.593654988675,2.522978993031,0.132332891884,0.505988377163
2026-05-27T10:00:02,412.607233196938,13.469301975449,1926.686292460403,100.804973797743,24.592977648589,2.524087683705,0.129442719100,0.521446639388
2026-05-27T10:00:02.100000,412.626276109484,13.472729699707,1926.808167100699,100.805216830126,24.592267273987,2.525181160082,0.126424801980,0.525255221897
2026-05-27T10:00:02.200000,412.584003900814,13.465120702147,1926.537624965212,100.805459038710,24.591524117262,2.526258731498,0.123282118844,0.516800780163
2026-05-27T10:00:02.300000,412.481550967332,13.446679174120,1925.881926190922,100.805700385249,24.590748442454,2.527319717337,0.120017771141,0.496310193466
2026-05-27T10:00:02.400000,412.324171452549,13.418350861459,1924.874697296316,100.805940831632,24.589940525157,2.528363447456,0.116634980387,0.464834290510
2026-05-27T10:00:02.500000,412.120808475652,13.381745525617,1923.573174244175,100.806180339887,24.589100652419,2.529389262615,0.113137084990,0.424161695130
2026-05-27T10:00:02.600000,411.883351094205,13.339003196957,1922.053447002914,100.806418872196,24.588229122643,2.530396514885,0.109527536949,0.376670218841
2026-05-27T10:00:02.700000,411.625643121941,13.292615761949,1920.404115980424,100.806656390890,24.587326245481,2.531384568065,0.105809898452,0.325128624388
2026-05-27T10:00:02.800000,411.362329359903,13.245219284783,1918.718907903381,100.806892858463,24.586392341719,2.532352798078,0.101987838360,0.272465871981
2026-05-27T10:00:02.900000,411.107638830971,13.199374989575,1917.088888518213,100.807128237574,24.585427743170,2.533300593372,0.098065128584,0.221527766194
2026-05-27T10:00:03,410.874210019446,13.157357803500,1915.594944124455,100.807362491054,24.584432792550,2.534227355296,0.094045640367,0.174842003889
2026-05-27T10:00:03.100000,410.672059440689,13.120970699324,1914.301180420410,100.807595581910,24.583407843361,2.535132498490,0.089933340456,0.134411888138
2026-05-27T10:00:03.200000,410.507782419329,13.091400835479,1913.249807483707,100.807827473337,24.582353259763,2.536015451244,0.085732287197,0.101556483866
2026-05-27T10:00:03.300000,410.384054816185,13.069129866913,1912.457950823586,100.808058128714,24.581269416443,2.536875655868,0.081446626520,0.076810963237
2026-05-27T10:00:03.400000,410.299478357403,13.053906104333,1911.916661487382,100.808287511620,24.580156698487,2.537712569037,0.077080587856,0.059895671481
2026-05-27T10:00:03.500000,410.248782443173,13.044780839771,1911.592207636309,100.808515585831,24.579015501238,2.538525662139,0.072638479958,0.049756488635
2026-05-27T10:00:03.600000,410.223364425788,13.040205596642,1911.429532325043,100.808742315333,24.577846230157,2.539314421607,0.068124686650,0.044672885158
2026-05-27T10:00:03.700000,410.212121022056,13.038181783970,1911.357574541160,100.808967664322,24.576649300681,2.540078349244,0.063543662502,0.042424204411
2026-05-27T10:00:03.800000,410.202498302129,13.036449694383,1911.295989133626,100.809191597212,24.575425138074,2.540816962536,0.058899928430,0.040499660426
2026-05-27T10:00:03.900000,410.181668759469,13.032700376704,1911.162680060603,100.809414078643,24.574174177274,2.541529794960,0.054198067239,0.036333751894
2026-05-27T10:00:04,410.137732954597,13.024791931827,1910.881490909419,100.809635073482,24.572896862742,2.542216396275,0.049442719100,0.027546590919
2026-05-27T10:00:04.100000,410.060841091815,13.010951396527,1910.389382987617,100.809854546831,24.571593648302,2.542876332810,0.044638576966,0.012168218363
2026-05-27T10:00:04.200000,409.944136818127,12.989944627263,1909.642475636015,100.810072464033,24.570264996980,2.543509187733,0.039790381946,-0.011172636375
2026-05-27T10:00:04.300000,409.784440927009,12.961199366862,1908.620421932856,100.810288790676,24.568911380839,2.544114561322,0.034902918623,-0.043111814598
2026-05-27T10:00:04.400000,409.582615173910,12.924870731304,1907.328737113023,100.810503492599,24.567533280812,2.544692071208,0.029981010334,-0.083476965218
2026-05-27T10:00:04.500000,409.343574115221,12.881843340740,1905.798874337414,100.810716535900,24.566131186532,2.545241352623,0.025029514406,-0.131285176956
2026-05-27T10:00:04.600000,409.075943369292,12.833669806473,1904.086037563469,100.810927886935,24.564705596157,2.545762058631,0.020053317370,-0.184811326142
2026-05-27T10:00:04.700000,408.791393327455,12.782450798942,1902.264917295712,100.811137512330,24.563257016191,2.546253860342,0.015057330131,-0.241721334509
2026-05-27T10:00:04.800000,408.503705462954,12.730666983332,1900.423714962905,100.811345378983,24.561785961309,2.546716447123,0.010046483125,-0.299258907409
2026-05-27T10:00:04.900000,408.227651561583,12.680977281085,1898.656969994134,100.811551454068,24.560292954169,2.547149526795,0.005025721453,-0.354469687683
2026-05-27T10:00:05,407.977782423052,12.636000836149,1897.057807507531,100.811755705046,24.558778525229,2.547552825815,0.000000000000,-0.404443515390
2026-05-27T10:00:05.100000,407.767230451685,12.598101481303,1895.710274890786,100.811958099661,24.557243212559,2.547926089451,-0.005025721453,-0.446553909663
2026-05-27T10:00:05.200000,407.606629387573,12.569193289763,1894.682428080465,100.812158605954,24.555687561649,2.548269081942,-0.010046483125,-0.478674122485
2026-05-27T10:00:05.300000,407.503244325437,12.550583978579,1894.020763682799,100.812357192262,24.554112125213,2.548581586646,-0.015057330131,-0.499351134913
2026-05-27T10:00:05.400000,407.460387002929,12.542869660527,1893.746476818746,100.812553827226,24.552517462996,2.548863406178,-0.020053317370,-0.507922599414
