timestamp,co2_ppm,h2o_mmol,pressure_kpa,chamber_temp_c,case_temp_c,u,v,w
2026-05-27T08:00:00,411.680000000000,12.315000000000,101.300000000000,24.200000000000,24.200000000000,2.600000000000,0.180000000000,0.210000000000
2026-05-27T08:00:00.100000,412.097078855870,12.393202285476,101.300376981196,24.199964470476,24.199964470476,2.601256504772,0.179911180866,0.262134856984
2026-05-27T08:00:00.200000,412.194357925365,12.411442111006,101.300753902863,24.199857894528,24.199857894528,2.602512215909,0.179644811117,0.274294740671
2026-05-27T08:00:00.300000,412.063813334474,12.386965000214,101.301130705480,24.199680310022,24.199680310022,2.603766340276,0.179201153629,0.257976666809
2026-05-27T08:00:00.400000,411.841302378116,12.345244195897,101.301507329545,24.199431780052,24.199431780052,2.605018085743,0.178580646237,0.230162797264
2026-05-27T08:00:00.500000,411.676929620403,12.314424303826,101.301883715586,24.199112392921,24.199112392921,2.606266661678,0.177783901307,0.209616202550
2026-05-27T08:00:00.600000,411.702535641053,12.319225432697,101.302259804166,24.198722262104,24.198722262104,2.607511279456,0.176811705131,0.212816955132
2026-05-27T08:00:00.700000,412.003050182097,12.375571909143,101.302635535897,24.198261526214,24.198261526214,2.608751152949,0.175665017149,0.250381272762
2026-05-27T08:00:00.800000,412.597651342673,12.487059626751,101.303010851446,24.197730348948,24.197730348948,2.609985499026,0.174344969003,0.324706417834
2026-05-27T08:00:00.900000,413.434643835889,12.643995719229,101.303385691546,24.197128919030,24.197128919030,2.611213538047,0.172852863422,0.429330479486
2026-05-27T08:00:01,414.401131537618,12.825212163303,101.303759997007,24.196457450146,24.196457450146,2.612434494358,0.171190172933,0.550141442202
2026-05-27T08:00:01.100000,415.345499269122,13.002281112960,101.304133708721,24.195716180865,24.195716180865,2.613647596776,0.169358538412,0.668187408640
2026-05-27T08:00:01.200000,416.108068609167,13.145262864219,101.304506767674,24.194905374557,24.194905374557,2.614852079079,0.167359767460,0.763508576146
2026-05-27T08:00:01.300000,416.553600391392,13.228800073386,101.304879114956,24.194025319298,24.194025319298,2.616047180490,0.165195832623,0.819200048924
2026-05-27T08:00:01.400000,416.598932239398,13.237299794887,101.305250691769,24.193076327767,24.193076327767,2.617232146159,0.162868869444,0.824866529925
2026-05-27T08:00:01.500000,416.230042503997,13.168132969500,101.305621439438,24.192058737135,24.192058737135,2.618406227634,0.160381174354,0.778755313000
2026-05-27T08:00:01.600000,415.505014991830,13.032190310968,101.305991299415,24.190972908949,24.190972908949,2.619568683342,0.157735202408,0.688126873979
2026-05-27T08:00:01.700000,414.542290680385,12.851679502572,101.306360213298,24.189819228998,24.189819228998,2.620718779050,0.154933564861,0.567786335048
2026-05-27T08:00:01.800000,413.496631318322,12.655618372185,101.306728122828,24.188598107179,24.188598107179,2.621855788333,0.151979026590,0.437078914790
2026-05-27T08:00:01.900000,412.527757296089,12.473954493017,101.307094969911,24.187309977350,24.187309977350,2.622978993031,0.148874503369,0.315969662011
